variable,mean,median,sd,min,q1,q3,max
r.VAAnfaces.VSCfree_volume,-0.019878841,-0.016542505,0.070175493,-0.192269072,-0.062785302,0.029872808,0.21102462
r.VAAnfaces.VSCmodified_volume,0.055610164,0.061207812,0.0712344,-0.137364383,0.012964583,0.10162392,0.247814228
r.VAAnfaces.VSCnfaces,0.693461685,0.696738591,0.036215893,0.570779148,0.670970881,0.715437733,0.784626666
r.VAAnfaces.VSCvolume,0.06505627,0.070127347,0.070926548,-0.126822914,0.020226081,0.112081841,0.260026384
r.VAAnfaces.wcnAA,0.105296131,0.103734562,0.050853454,-0.028887695,0.075263781,0.136447669,0.241697299
r.VAAnfaces.wcnC,0.154032714,0.152507915,0.0481032,0.034066601,0.120937465,0.182209031,0.319577806
r.VAAnfaces.wcnCA,0.155770948,0.153113556,0.048972501,0.03213072,0.120783873,0.18979142,0.296364805
r.VAAnfaces.wcnCB,0.127222799,0.122817651,0.050603592,-0.046642746,0.092447693,0.158587644,0.25984409
r.VAAnfaces.wcnN,0.171241291,0.167381128,0.045752889,0.019505461,0.140541614,0.200349725,0.302763501
r.VAAnfaces.wcnO,0.129821927,0.127896535,0.048160171,0.004520255,0.099708791,0.157722377,0.295751903
r.VAAnfaces.wcnSC,0.122172099,0.122779118,0.053745781,-0.068115026,0.085303487,0.155363711,0.254123057
r.VAAvolume.VCAarea,0.916379675,0.916797439,0.013462309,0.881389211,0.906918261,0.926658883,0.946752567
r.VAAvolume.VCAeccentricity,0.894705475,0.896051941,0.014637111,0.842549203,0.884516121,0.905343511,0.924319586
r.VAAvolume.VCAedge_length_total,0.895508419,0.896164862,0.017140144,0.85301925,0.882960138,0.908407623,0.940919581
r.VAAvolume.VCAfree_volume,0.84282757,0.845437633,0.034257199,0.746978877,0.820332452,0.863830184,0.922530291
r.VAAvolume.VCAmodified_volume,0.914621597,0.915135505,0.013754666,0.882096509,0.906301494,0.92480687,0.948390853
r.VAAvolume.VCAnfaces,0.011897203,0.022635774,0.074546253,-0.189049811,-0.039099283,0.063313167,0.190378434
r.VAAvolume.VCAvolume,0.915921172,0.916522888,0.013642695,0.883217331,0.907272398,0.926052636,0.94757583
r.VAAvolume.VSCarea,0.944123178,0.944020754,0.014106161,0.905951533,0.93581406,0.9547606,0.974701783
r.VAAvolume.VSCeccentricity,0.892975538,0.893112989,0.025857175,0.80484681,0.875563492,0.912750385,0.942290303
r.VAAvolume.VSCedge_length_total,0.917778426,0.918916866,0.018667884,0.864404164,0.904780802,0.931454684,0.96816046
r.VAAvolume.VSCfree_volume,0.869533694,0.871706197,0.038994535,0.773260069,0.841605584,0.898258843,0.956096735
r.VAAvolume.VSCmodified_volume,0.943169362,0.943987197,0.014139305,0.897830473,0.934819274,0.954302409,0.976193664
r.VAAvolume.VSCnfaces,0.067268283,0.06629553,0.065657001,-0.102925635,0.029277882,0.110167585,0.250252625
r.VAAvolume.VSCvolume,0.943910305,0.944764459,0.014292457,0.898752643,0.935714924,0.954695264,0.976843971
r.VAAvolume.wcnAA,-0.845099696,-0.850305265,0.04337724,-0.931962921,-0.877353303,-0.820326414,-0.70355544
r.VAAvolume.wcnC,-0.734981246,-0.738499733,0.040123535,-0.827054576,-0.761921172,-0.712815307,-0.597019075
r.VAAvolume.wcnCA,-0.787893518,-0.790746283,0.040609329,-0.876107287,-0.815086321,-0.764064664,-0.665808899
r.VAAvolume.wcnCB,-0.839766228,-0.845064123,0.040298072,-0.928487886,-0.869939983,-0.816685113,-0.709413354
r.VAAvolume.wcnN,-0.690667612,-0.693008842,0.042249307,-0.8222476,-0.716110113,-0.666205654,-0.594437963
r.VAAvolume.wcnO,-0.728120559,-0.732546289,0.03936704,-0.808558837,-0.756543132,-0.705713174,-0.575134379
r.VAAvolume.wcnSC,-0.848194168,-0.85254581,0.041119715,-0.928107002,-0.878173006,-0.822274645,-0.713207027
r.VCAarea.VCAeccentricity,0.95034834,0.952857525,0.012652035,0.910622139,0.942542261,0.960265393,0.973502402
r.VCAarea.VCAedge_length_total,0.971051164,0.972243815,0.007455723,0.952030903,0.965639383,0.976083628,0.989687732
r.VCAarea.VCAfree_volume,0.951370398,0.951444082,0.017540511,0.893205696,0.940743084,0.964863713,0.987121951
r.VCAarea.VCAmodified_volume,0.99188499,0.99219323,0.001632726,0.985667931,0.990872177,0.993131049,0.994898834
r.VCAarea.VCAnfaces,0.009737595,0.012853247,0.073271196,-0.184813161,-0.04545609,0.062865643,0.178148252
r.VCAarea.VCAvolume,0.993266608,0.993466186,0.001756261,0.987294033,0.992051505,0.994578038,0.996735523
r.VCAarea.VSCarea,0.876107086,0.878156314,0.022261679,0.812675285,0.863528664,0.892051201,0.924325062
r.VCAarea.VSCeccentricity,0.839124542,0.839046423,0.026691519,0.747359276,0.821867322,0.85884612,0.901110216
r.VCAarea.VSCedge_length_total,0.816670445,0.817795464,0.030629628,0.727308995,0.795325714,0.838198676,0.88937605
r.VCAarea.VSCfree_volume,0.833567462,0.836225448,0.032556841,0.747692536,0.811282891,0.858480257,0.909042834
r.VCAarea.VSCmodified_volume,0.863148071,0.863738302,0.023759836,0.793793593,0.846923644,0.880901449,0.916131587
r.VCAarea.VSCnfaces,-0.058647166,-0.064146031,0.059742234,-0.196877618,-0.093049283,-0.019228614,0.122549978
r.VCAarea.VSCvolume,0.863704817,0.864661867,0.023768332,0.794929922,0.847762147,0.880941276,0.916396877
r.VCAarea.wcnAA,-0.828017669,-0.83526578,0.038607768,-0.911478749,-0.85460304,-0.807861575,-0.694889333
r.VCAarea.wcnC,-0.775894701,-0.779267691,0.03834336,-0.859160262,-0.801945767,-0.755517349,-0.597152816
r.VCAarea.wcnCA,-0.840557067,-0.845483834,0.040471851,-0.930604854,-0.869888029,-0.8171204,-0.705054268
r.VCAarea.wcnCB,-0.8543744,-0.863498672,0.03764662,-0.93376133,-0.882454724,-0.831583718,-0.719952689
r.VCAarea.wcnN,-0.750826722,-0.752654526,0.037765001,-0.854417317,-0.773124766,-0.733851021,-0.627293068
r.VCAarea.wcnO,-0.75093265,-0.756405995,0.038997665,-0.82998275,-0.778107664,-0.728810599,-0.553975844
r.VCAarea.wcnSC,-0.828086933,-0.833804818,0.03727581,-0.898686173,-0.853097181,-0.807492826,-0.705308389
r.VCAeccentricity.VCAedge_length_total,0.942757095,0.944842315,0.01433616,0.898624086,0.934354748,0.952743491,0.968826961
r.VCAeccentricity.VCAfree_volume,0.913524112,0.918689846,0.022357098,0.846582999,0.898886515,0.929797238,0.960685861
r.VCAeccentricity.VCAmodified_volume,0.954947052,0.956013366,0.009853818,0.926472224,0.948239097,0.962948693,0.973428441
r.VCAeccentricity.VCAnfaces,0.035013896,0.038055596,0.073355778,-0.160148714,-0.011973955,0.087800472,0.221498841
r.VCAeccentricity.VCAvolume,0.956728036,0.957974961,0.010093815,0.926750681,0.949780867,0.96493384,0.974615097
r.VCAeccentricity.VSCarea,0.857517395,0.860344389,0.020367886,0.800252429,0.844422464,0.872356721,0.904045043
r.VCAeccentricity.VSCeccentricity,0.829867423,0.832295529,0.028180263,0.739381511,0.808903404,0.850109335,0.89629583
r.VCAeccentricity.VSCedge_length_total,0.814483392,0.816512886,0.02684383,0.74220303,0.794964536,0.834312398,0.883383684
r.VCAeccentricity.VSCfree_volume,0.815243,0.81943001,0.029566444,0.737975282,0.794917542,0.839145596,0.880463175
r.VCAeccentricity.VSCmodified_volume,0.847080788,0.848121688,0.020688698,0.787983979,0.833538693,0.862479226,0.890753618
r.VCAeccentricity.VSCnfaces,-0.031447847,-0.033525657,0.062683878,-0.205553811,-0.064455345,0.009839473,0.173422731
r.VCAeccentricity.VSCvolume,0.848388698,0.849448805,0.020919708,0.789023796,0.834077012,0.864216955,0.894881494
r.VCAeccentricity.wcnAA,-0.784584806,-0.790282495,0.036862781,-0.859316646,-0.811442231,-0.766300158,-0.657725696
r.VCAeccentricity.wcnC,-0.698538464,-0.702076648,0.042015033,-0.812791943,-0.72459986,-0.678315769,-0.504052769
r.VCAeccentricity.wcnCA,-0.778143171,-0.782100918,0.040038665,-0.864406496,-0.80683249,-0.756739231,-0.628787202
r.VCAeccentricity.wcnCB,-0.812537219,-0.818017945,0.035051729,-0.888591212,-0.837483079,-0.795921093,-0.684382745
r.VCAeccentricity.wcnN,-0.669047796,-0.672343484,0.041712393,-0.807167361,-0.693558544,-0.644638386,-0.538344101
r.VCAeccentricity.wcnO,-0.677686046,-0.68452203,0.044873823,-0.778734301,-0.704176618,-0.656856104,-0.431140767
r.VCAeccentricity.wcnSC,-0.797618841,-0.802192248,0.034054847,-0.871767113,-0.821736071,-0.780896831,-0.681848774
r.VCAedge_length_total.VCAfree_volume,0.933838148,0.934695195,0.020823966,0.863398811,0.918235908,0.950307971,0.977953527
r.VCAedge_length_total.VCAmodified_volume,0.977461906,0.978157914,0.004645418,0.964201259,0.974291557,0.980374362,0.989753881
r.VCAedge_length_total.VCAnfaces,0.146807141,0.151114155,0.08044081,-0.103184996,0.088135115,0.203215954,0.323219083
r.VCAedge_length_total.VCAvolume,0.979783518,0.980642748,0.005047875,0.964685476,0.976611949,0.983299311,0.991803105
r.VCAedge_length_total.VSCarea,0.841909138,0.846169388,0.027273218,0.76163264,0.825877644,0.862923582,0.906446899
r.VCAedge_length_total.VSCeccentricity,0.810721962,0.811656956,0.032387327,0.706407214,0.789986367,0.833655556,0.893725164
r.VCAedge_length_total.VSCedge_length_total,0.807344872,0.809498649,0.031960072,0.718287997,0.786290806,0.82727941,0.889302344
r.VCAedge_length_total.VSCfree_volume,0.800268435,0.802499867,0.037033844,0.711764168,0.773556149,0.827283112,0.893049232
r.VCAedge_length_total.VSCmodified_volume,0.835097385,0.838142587,0.027265617,0.749744604,0.818221847,0.855463743,0.901916653
r.VCAedge_length_total.VSCnfaces,0.006600242,0.007961699,0.060913099,-0.151667615,-0.031024853,0.046953538,0.195670195
r.VCAedge_length_total.VSCvolume,0.836292552,0.840216579,0.027432048,0.751484468,0.818985076,0.856510055,0.904083528
r.VCAedge_length_total.wcnAA,-0.774932904,-0.780998658,0.043579266,-0.867618788,-0.806151303,-0.748751007,-0.643871606
r.VCAedge_length_total.wcnC,-0.716606588,-0.720175666,0.042633947,-0.816073961,-0.747785887,-0.692652548,-0.52746607
r.VCAedge_length_total.wcnCA,-0.786025284,-0.790169432,0.046092724,-0.893974554,-0.820803487,-0.759718311,-0.645535156
r.VCAedge_length_total.wcnCB,-0.80397067,-0.811188373,0.043292285,-0.89893617,-0.833721486,-0.779010002,-0.67247105
r.VCAedge_length_total.wcnN,-0.691006655,-0.69287922,0.040438726,-0.817136752,-0.715779794,-0.667880073,-0.55839664
r.VCAedge_length_total.wcnO,-0.692362539,-0.698048744,0.043013958,-0.785130063,-0.719046029,-0.669279362,-0.48406311
r.VCAedge_length_total.wcnSC,-0.776615423,-0.783929039,0.042461832,-0.86184107,-0.804991661,-0.752678358,-0.65446274
r.VCAfree_volume.VCAmodified_volume,0.951314387,0.950789498,0.018581106,0.892351706,0.938891831,0.964396285,0.990841857
r.VCAfree_volume.VCAnfaces,0.008654106,0.009863372,0.074674049,-0.198297941,-0.041139592,0.065241171,0.201260088
r.VCAfree_volume.VCAvolume,0.951117374,0.9507473,0.018443834,0.892326569,0.938892755,0.964207493,0.989815893
r.VCAfree_volume.VSCarea,0.821450771,0.825357174,0.034761278,0.728174582,0.799883899,0.847469673,0.896832458
r.VCAfree_volume.VSCeccentricity,0.816197305,0.817041016,0.030879553,0.721409292,0.797696305,0.840732465,0.883630802
r.VCAfree_volume.VSCedge_length_total,0.76601488,0.769225384,0.041892912,0.654765291,0.734542062,0.795252845,0.856257497
r.VCAfree_volume.VSCfree_volume,0.864586,0.865036134,0.021829803,0.806656025,0.849642995,0.880466195,0.92278481
r.VCAfree_volume.VSCmodified_volume,0.809016958,0.812282164,0.03659315,0.707881294,0.786029589,0.833501099,0.890944844
r.VCAfree_volume.VSCnfaces,-0.068993943,-0.071671048,0.06024713,-0.245116499,-0.108480167,-0.030339335,0.141198109
r.VCAfree_volume.VSCvolume,0.808785056,0.812320623,0.036364801,0.708725384,0.786599041,0.832651219,0.88987423
r.VCAfree_volume.wcnAA,-0.778617893,-0.784485228,0.047354611,-0.86319627,-0.810559785,-0.751358875,-0.626343736
r.VCAfree_volume.wcnC,-0.73566347,-0.740446484,0.043440198,-0.844142073,-0.767050139,-0.707994072,-0.591635599
r.VCAfree_volume.wcnCA,-0.801996206,-0.808310029,0.048466785,-0.896083539,-0.835889245,-0.774402562,-0.645634276
r.VCAfree_volume.wcnCB,-0.814162477,-0.822908228,0.046526042,-0.921822508,-0.84579646,-0.78420404,-0.660302441
r.VCAfree_volume.wcnN,-0.707471115,-0.709981988,0.041642702,-0.815243791,-0.735723783,-0.684206804,-0.584500735
r.VCAfree_volume.wcnO,-0.71386006,-0.717985054,0.040969593,-0.818718291,-0.741586723,-0.691916872,-0.55138497
r.VCAfree_volume.wcnSC,-0.785411826,-0.792433423,0.044935581,-0.871870607,-0.814188571,-0.758199688,-0.64314853
r.VCAmodified_volume.VCAnfaces,0.048461291,0.055203527,0.07968535,-0.171749001,-0.014616835,0.104728197,0.231554659
r.VCAmodified_volume.VCAvolume,0.998860132,0.999047523,0.000705666,0.994831324,0.998642061,0.999328384,0.999741427
r.VCAmodified_volume.VSCarea,0.862389377,0.864926604,0.024689706,0.790934128,0.848183992,0.880357665,0.924538093
r.VCAmodified_volume.VSCeccentricity,0.824828958,0.825483384,0.028871715,0.729407433,0.806252977,0.845182314,0.893910882
r.VCAmodified_volume.VSCedge_length_total,0.81205872,0.813720903,0.031137575,0.722838409,0.791691381,0.833968217,0.886811603
r.VCAmodified_volume.VSCfree_volume,0.81825979,0.821580527,0.036056318,0.728976447,0.791470462,0.846142274,0.90453496
r.VCAmodified_volume.VSCmodified_volume,0.854650658,0.856678318,0.025858258,0.778299937,0.839281134,0.873324566,0.920922039
r.VCAmodified_volume.VSCnfaces,-0.040674634,-0.04415061,0.061320794,-0.189433298,-0.075413015,-0.000793848,0.138279555
r.VCAmodified_volume.VSCvolume,0.854034177,0.856362175,0.025603352,0.778914139,0.838700476,0.872287712,0.919589234
r.VCAmodified_volume.wcnAA,-0.811239216,-0.81890073,0.042188301,-0.895188123,-0.838195089,-0.789990985,-0.669386499
r.VCAmodified_volume.wcnC,-0.754500023,-0.758192106,0.04119951,-0.846887305,-0.781533744,-0.73261443,-0.591727845
r.VCAmodified_volume.wcnCA,-0.823903168,-0.8283561,0.043737843,-0.915170221,-0.854653392,-0.799636549,-0.679817359
r.VCAmodified_volume.wcnCB,-0.838374753,-0.845125544,0.041359425,-0.930781075,-0.868967109,-0.812568536,-0.695580612
r.VCAmodified_volume.wcnN,-0.726692745,-0.729231975,0.040496895,-0.840237867,-0.748633696,-0.70613066,-0.618032492
r.VCAmodified_volume.wcnO,-0.73068047,-0.734386802,0.040924167,-0.815021658,-0.757608183,-0.710232482,-0.548013355
r.VCAmodified_volume.wcnSC,-0.809499963,-0.815265659,0.041279527,-0.890267495,-0.837986638,-0.787350225,-0.678296431
r.VCAnfaces.VCAvolume,0.060786018,0.066299023,0.078367583,-0.158529877,0.002546255,0.116895068,0.237916489
r.VCAnfaces.VSCarea,-0.080215513,-0.075375212,0.067915508,-0.253250987,-0.12329713,-0.036039728,0.084507711
r.VCAnfaces.VSCeccentricity,-0.078864624,-0.078032961,0.064283578,-0.229826824,-0.118135318,-0.035921041,0.063323257
r.VCAnfaces.VSCedge_length_total,0.009140458,0.013489174,0.069858018,-0.189792854,-0.031585118,0.052967765,0.15861353
r.VCAnfaces.VSCfree_volume,-0.101955089,-0.098756145,0.068325656,-0.270477171,-0.1447836,-0.055910194,0.052111244
r.VCAnfaces.VSCmodified_volume,-0.060833423,-0.055302355,0.070135453,-0.236051188,-0.107806322,-0.017579672,0.120928777
r.VCAnfaces.VSCnfaces,0.418602336,0.420474893,0.058757127,0.255616867,0.381837719,0.457422493,0.615132332
r.VCAnfaces.VSCvolume,-0.053266316,-0.046838316,0.06966397,-0.230607134,-0.097851709,-0.010275176,0.123777429
r.VCAnfaces.wcnAA,0.180543208,0.182992966,0.05070778,0.02419929,0.147523615,0.211291603,0.308264804
r.VCAnfaces.wcnC,0.183588083,0.185628504,0.051374721,-0.00082075,0.150827258,0.215119258,0.325943622
r.VCAnfaces.wcnCA,0.165897031,0.169412642,0.049620442,-0.003498853,0.137340966,0.198449749,0.297146703
r.VCAnfaces.wcnCB,0.164511939,0.164548852,0.049777836,0.013846004,0.132562099,0.197839343,0.28663898
r.VCAnfaces.wcnN,0.193615702,0.196128485,0.05103883,0.023269906,0.164955406,0.224670648,0.351414777
r.VCAnfaces.wcnO,0.176840837,0.176405025,0.051027872,-0.000339966,0.144195473,0.20677661,0.310261144
r.VCAnfaces.wcnSC,0.193133246,0.193763091,0.052592229,0.052673257,0.156066544,0.226162477,0.330280789
r.VCAvolume.VSCarea,0.863742614,0.865949281,0.02481272,0.792435969,0.849003063,0.882055157,0.922194759
r.VCAvolume.VSCeccentricity,0.826937404,0.827678724,0.02929603,0.729990462,0.80809615,0.847655582,0.895019733
r.VCAvolume.VSCedge_length_total,0.814279755,0.816455039,0.031471231,0.723571744,0.794605076,0.835919352,0.89052766
r.VCAvolume.VSCfree_volume,0.818864873,0.822327962,0.036058109,0.729466535,0.792628702,0.845954585,0.908359237
r.VCAvolume.VSCmodified_volume,0.854892082,0.857161141,0.025714755,0.779228479,0.839189532,0.874215187,0.916781603
r.VCAvolume.VSCnfaces,-0.031378408,-0.034166061,0.061600772,-0.179234317,-0.06479148,0.008351649,0.148400034
r.VCAvolume.VSCvolume,0.855325402,0.857906723,0.02566418,0.780529103,0.839372217,0.874457116,0.916628658
r.VCAvolume.wcnAA,-0.810706492,-0.817274524,0.042503693,-0.896307499,-0.839401432,-0.788040223,-0.668819341
r.VCAvolume.wcnC,-0.753675792,-0.757390184,0.041526582,-0.845734727,-0.78299296,-0.731055383,-0.584121203
r.VCAvolume.wcnCA,-0.823421609,-0.826457856,0.044152756,-0.917550953,-0.855288849,-0.798670992,-0.679162329
r.VCAvolume.wcnCB,-0.838115763,-0.844711298,0.041670428,-0.928961366,-0.869365371,-0.811051982,-0.695056349
r.VCAvolume.wcnN,-0.72566411,-0.728545244,0.040783776,-0.837894174,-0.748404612,-0.704133459,-0.610887287
r.VCAvolume.wcnO,-0.730191005,-0.735271749,0.041338232,-0.815491072,-0.758178061,-0.708978207,-0.542011287
r.VCAvolume.wcnSC,-0.809018791,-0.814421662,0.041512373,-0.887013375,-0.838657108,-0.786958134,-0.677813446
r.VSCarea.VSCeccentricity,0.91350631,0.914558291,0.024987003,0.820395243,0.895652111,0.935023801,0.969029819
r.VSCarea.VSCedge_length_total,0.957905322,0.958104426,0.010499469,0.929686175,0.949711706,0.96571851,0.981261998
r.VSCarea.VSCfree_volume,0.941593352,0.94240258,0.021451144,0.881935835,0.926122798,0.957505268,0.988073908
r.VSCarea.VSCmodified_volume,0.993227877,0.993378806,0.001447545,0.989079814,0.992431522,0.99419272,0.996709619
r.VSCarea.VSCnfaces,0.066419626,0.068372853,0.064359249,-0.097594224,0.025650479,0.107691233,0.23158938
r.VSCarea.VSCvolume,0.994169946,0.994333063,0.001539589,0.989769287,0.993187689,0.995325239,0.997365371
r.VSCarea.wcnAA,-0.859608106,-0.863740209,0.038903529,-0.935222342,-0.888771415,-0.835497935,-0.743673603
r.VSCarea.wcnC,-0.728118577,-0.731496273,0.0417594,-0.823533102,-0.753966629,-0.706051603,-0.565026876
r.VSCarea.wcnCA,-0.793624915,-0.797609085,0.038298729,-0.874999539,-0.819919479,-0.769944734,-0.677428405
r.VSCarea.wcnCB,-0.862483563,-0.86911564,0.035766547,-0.935446567,-0.887124485,-0.842467603,-0.752508996
r.VSCarea.wcnN,-0.701525023,-0.704170754,0.043984219,-0.825177732,-0.7266136,-0.676068743,-0.562657273
r.VSCarea.wcnO,-0.706837915,-0.714858319,0.044128003,-0.79831504,-0.733931312,-0.683103553,-0.52947825
r.VSCarea.wcnSC,-0.898633356,-0.90369027,0.035518024,-0.966793214,-0.924718141,-0.877261412,-0.785459263
r.VSCeccentricity.VSCedge_length_total,0.886554908,0.886699638,0.030530021,0.787494767,0.865274796,0.91104301,0.957615623
r.VSCeccentricity.VSCfree_volume,0.905579321,0.910544976,0.025253548,0.81418367,0.888953071,0.927294682,0.957704203
r.VSCeccentricity.VSCmodified_volume,0.907897959,0.908485795,0.024624846,0.820113948,0.892119122,0.927870713,0.963097474
r.VSCeccentricity.VSCnfaces,0.018303166,0.020713055,0.062007401,-0.144994806,-0.019602852,0.055708385,0.200523595
r.VSCeccentricity.VSCvolume,0.909409106,0.909824969,0.025287325,0.820395132,0.892938084,0.929723631,0.967045621
r.VSCeccentricity.wcnAA,-0.810449529,-0.813145426,0.038714246,-0.893663345,-0.840952255,-0.785561305,-0.689636991
r.VSCeccentricity.wcnC,-0.692120098,-0.693336167,0.039062707,-0.770553673,-0.71819531,-0.672497619,-0.492270695
r.VSCeccentricity.wcnCA,-0.754685861,-0.756874176,0.035574963,-0.833074346,-0.779409316,-0.733333765,-0.631425281
r.VSCeccentricity.wcnCB,-0.812677915,-0.815793737,0.035377107,-0.883564308,-0.838698217,-0.788557509,-0.700180772
r.VSCeccentricity.wcnN,-0.664953804,-0.667803085,0.04248566,-0.779091947,-0.692406593,-0.642788057,-0.514645712
r.VSCeccentricity.wcnO,-0.673300115,-0.675604537,0.040440213,-0.745022784,-0.701536912,-0.654751151,-0.444621325
r.VSCeccentricity.wcnSC,-0.835971046,-0.841372172,0.037255012,-0.909342024,-0.864795443,-0.812987459,-0.71508046
r.VSCedge_length_total.VSCfree_volume,0.911613543,0.911942807,0.026716192,0.843929438,0.892330289,0.931813406,0.963562962
r.VSCedge_length_total.VSCmodified_volume,0.969603448,0.969856362,0.006551143,0.952267938,0.964691763,0.974294885,0.985233674
r.VSCedge_length_total.VSCnfaces,0.234361723,0.240886506,0.070232425,0.046721721,0.193404229,0.287270429,0.410812437
r.VSCedge_length_total.VSCvolume,0.971280755,0.971505249,0.00702272,0.952625628,0.966035189,0.976765446,0.987631786
r.VSCedge_length_total.wcnAA,-0.786967717,-0.788891242,0.047038839,-0.891043962,-0.826402657,-0.753833656,-0.662730768
r.VSCedge_length_total.wcnC,-0.645554907,-0.648385593,0.042458768,-0.744608064,-0.671936059,-0.62056439,-0.491953513
r.VSCedge_length_total.wcnCA,-0.713075019,-0.714977388,0.042766912,-0.818387399,-0.743309661,-0.685990735,-0.604929586
r.VSCedge_length_total.wcnCB,-0.788051819,-0.791191684,0.043992006,-0.890525428,-0.821973664,-0.760360585,-0.672504032
r.VSCedge_length_total.wcnN,-0.617589209,-0.618704248,0.044154435,-0.775326399,-0.641988444,-0.590750681,-0.499890366
r.VSCedge_length_total.wcnO,-0.628391729,-0.631566986,0.043800536,-0.730630682,-0.656636046,-0.605123512,-0.459091518
r.VSCedge_length_total.wcnSC,-0.826317116,-0.832861237,0.045215218,-0.922717779,-0.861627065,-0.798754548,-0.706204399
r.VSCfree_volume.VSCmodified_volume,0.939868693,0.940913349,0.022626817,0.877293353,0.922631701,0.957605765,0.988353863
r.VSCfree_volume.VSCnfaces,0.049680041,0.05188001,0.067685619,-0.121303171,0.004615903,0.091968294,0.227328044
r.VSCfree_volume.VSCvolume,0.939707928,0.940866593,0.022501002,0.877306943,0.92257893,0.957281129,0.987835946
r.VSCfree_volume.wcnAA,-0.813060419,-0.815620206,0.045987823,-0.903525046,-0.849804661,-0.782530517,-0.683710106
r.VSCfree_volume.wcnC,-0.690063763,-0.690782182,0.037875634,-0.774691294,-0.715379374,-0.66554023,-0.572559784
r.VSCfree_volume.wcnCA,-0.754267922,-0.756220289,0.039643703,-0.842851185,-0.782638698,-0.727374589,-0.637752611
r.VSCfree_volume.wcnCB,-0.823080418,-0.825064265,0.042166786,-0.908347984,-0.857729093,-0.793043007,-0.700316527
r.VSCfree_volume.wcnN,-0.661940127,-0.661572723,0.04020629,-0.784631213,-0.685746867,-0.636385085,-0.556843217
r.VSCfree_volume.wcnO,-0.671287732,-0.674623092,0.038052421,-0.751375532,-0.69723445,-0.650036123,-0.536819644
r.VSCfree_volume.wcnSC,-0.86204862,-0.867408393,0.043241291,-0.946037272,-0.894209793,-0.832248971,-0.733708513
r.VSCmodified_volume.VSCnfaces,0.09794508,0.09981563,0.068920217,-0.079245337,0.059271958,0.145161202,0.277592842
r.VSCmodified_volume.VSCvolume,0.999203853,0.999368357,0.000501321,0.996599377,0.999046334,0.999518076,0.999866564
r.VSCmodified_volume.wcnAA,-0.847224195,-0.848906573,0.040872909,-0.931133677,-0.876275519,-0.823795117,-0.724022149
r.VSCmodified_volume.wcnC,-0.712390724,-0.714304198,0.041481633,-0.806047306,-0.737819725,-0.688940107,-0.566580379
r.VSCmodified_volume.wcnCA,-0.778524435,-0.781512292,0.039244966,-0.86678807,-0.806076376,-0.754477284,-0.667699376
r.VSCmodified_volume.wcnCB,-0.849270479,-0.855448294,0.03780659,-0.933384775,-0.873875551,-0.828691464,-0.730805412
r.VSCmodified_volume.wcnN,-0.685549172,-0.689761258,0.044178654,-0.825109828,-0.709621258,-0.658489934,-0.54429841
r.VSCmodified_volume.wcnO,-0.691556725,-0.697228155,0.043709738,-0.779094343,-0.719830072,-0.66867998,-0.528299159
r.VSCmodified_volume.wcnSC,-0.885912735,-0.891413683,0.037861801,-0.960303302,-0.914451236,-0.864408456,-0.763950977
r.VSCnfaces.VSCvolume,0.107961872,0.110994879,0.06804358,-0.068178035,0.067560196,0.153307444,0.283950882
r.VSCnfaces.wcnAA,0.113065293,0.115611268,0.04806042,-0.040681183,0.081510173,0.144489623,0.253739589
r.VSCnfaces.wcnC,0.172850164,0.170668468,0.047833113,0.067653329,0.139585838,0.203617565,0.314792696
r.VSCnfaces.wcnCA,0.16506846,0.165640738,0.048188295,0.010933971,0.13279749,0.196939256,0.312762206
r.VSCnfaces.wcnCB,0.126280745,0.131437943,0.049190444,-0.051358092,0.092621336,0.158418873,0.272401931
r.VSCnfaces.wcnN,0.179087526,0.17925455,0.046689966,0.084355919,0.148741863,0.210864258,0.339817893
r.VSCnfaces.wcnO,0.158608831,0.15814177,0.048770765,0.039212395,0.124413163,0.189557558,0.294924998
r.VSCnfaces.wcnSC,0.100882153,0.103358633,0.051338788,-0.098606498,0.071954193,0.134644246,0.239081756
r.VSCvolume.wcnAA,-0.846799664,-0.848816054,0.041060429,-0.930915563,-0.8765987,-0.821771874,-0.723502995
r.VSCvolume.wcnC,-0.711499275,-0.714622266,0.041797294,-0.806568859,-0.738238062,-0.68780408,-0.55997472
r.VSCvolume.wcnCA,-0.777630115,-0.780052776,0.039482491,-0.864728335,-0.804079898,-0.753636517,-0.667067352
r.VSCvolume.wcnCB,-0.848613913,-0.855402369,0.037914326,-0.931232445,-0.87577094,-0.827324095,-0.730267792
r.VSCvolume.wcnN,-0.684542122,-0.688903852,0.044417402,-0.822965729,-0.709263467,-0.657689395,-0.543717997
r.VSCvolume.wcnO,-0.690764767,-0.696607917,0.044153648,-0.780132529,-0.72014883,-0.66800812,-0.522392209
r.VSCvolume.wcnSC,-0.885448862,-0.890690886,0.037946842,-0.96010988,-0.914259656,-0.863429963,-0.763434084
r.wcnAA.wcnC,0.925623053,0.930613472,0.028106969,0.802956984,0.911317664,0.944945164,0.973707671
r.wcnAA.wcnCA,0.961650763,0.963909575,0.015274855,0.888788686,0.955249381,0.972530624,0.987065637
r.wcnAA.wcnCB,0.97399352,0.975803946,0.010252093,0.918093754,0.96981991,0.980828232,0.989838896
r.wcnAA.wcnN,0.885550471,0.892324911,0.043956506,0.721464593,0.861445945,0.917032992,0.959267932
